Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
Nac_Sal_6_1	(1, 30.691465794825397)	(2, 31.50563395483251)	(3, 34.695027410418945)	(4, 35.91028881425237)	(5, 36.20797717575238)	(6, 39.58649056847952)	(7, 39.63953673143768)	(8, 39.84866089988817)	(9, 39.95501954639639)	(10, 40.0165043630195)	(15, 40.01259069158118)	(20, 39.96597203582372)	(25, 39.876820505246)	(30, 39.75863501368823)	(35, 39.687513269665864)	(40, 39.62887471213634)	(45, 39.585847961716524)	(50, 39.54447803973355)	(55, 39.46487545380908)	(60, 39.41297525528419)	(65, 39.34121995322938)	(70, 39.08060593002533)	(75, 38.76551759418053)	(80, 39.13551660153772)	(85, 39.11770441785539)	(90, 39.020187056797205)	(95, 38.943421908922986)	(100, 38.81425698739924)	(105, 38.703569404699664)	(110, 38.53778648881308)	(115, 38.37146155984323)	(120, 38.18198372043771)	(125, 38.00027218170145)	(130, 37.732653052905434)	(135, 37.38664029852878)	(140, 36.99363783168472)	(145, 36.52719754241766)	(150, 36.24623762487863)
Nac_Sal_6_2	(1, 30.81190296602624)	(2, 31.036862155847565)	(3, 33.6914710463208)	(4, 35.04969706767147)	(5, 35.30988016711801)	(6, 38.13205799604625)	(7, 38.35170513301358)	(8, 38.42344224947034)	(9, 38.541078610883254)	(10, 38.61701385355504)	(15, 38.40353693723755)	(20, 38.250665267149266)	(25, 37.98002771100279)	(30, 38.096554133975346)	(35, 37.42783089846954)	(40, 37.2775353696478)	(45, 37.09670949010219)	(50, 37.05876289678215)	(55, 36.90392712334577)	(60, 36.86329647970963)	(65, 36.70074180861282)	(70, 36.55390041233053)	(75, 35.86046445473925)	(80, 36.60943673892565)	(85, 36.383910497772355)	(90, 36.09245975968203)	(95, 35.80443237963361)	(100, 35.436511106233375)	(105, 35.05009425699768)	(110, 34.53803881765849)	(115, 34.054527069971485)	(120, 33.51596629773871)	(125, 32.82465122450367)	(130, 32.178844156145104)	(135, 31.464284194185023)	(140, 30.678708825475876)	(145, 30.359133729477257)	(150, 29.845839451356078)
Nac_Sal_7_1	(1, 30.4245699096127)	(2, 31.26614981267498)	(3, 34.35288108476292)	(4, 35.63378675431312)	(5, 36.09853086686321)	(6, 39.457173764573625)	(7, 39.77538397797893)	(8, 39.84455467688919)	(9, 39.878615723405666)	(10, 39.978639970733255)	(15, 39.943075665773506)	(20, 39.878488387001916)	(25, 39.812415716638256)	(30, 39.70099633300897)	(35, 39.639844883866985)	(40, 39.60064473917204)	(45, 39.54725098578739)	(50, 39.49729291788365)	(55, 39.42078747824303)	(60, 39.3365731409712)	(65, 39.27464529937939)	(70, 39.20065426057259)	(75, 38.95006897135644)	(80, 39.37465310616916)	(85, 39.32700593907791)	(90, 39.220138475304374)	(95, 39.14508552341984)	(100, 38.98855277291254)	(105, 38.86981629538768)	(110, 38.673004667231226)	(115, 38.49456381895106)	(120, 38.21706372297838)	(125, 37.99916961248431)	(130, 37.59371715780655)	(135, 37.13548140428746)	(140, 36.497360227736735)	(145, 35.78585302720602)	(150, 35.33808941831754)
Nac_Sal_7_2	(1, 30.835224690637936)	(2, 31.085823969864123)	(3, 33.656647068007985)	(4, 34.965124209894455)	(5, 35.241507707327166)	(6, 37.950236077626045)	(7, 38.33105765538053)	(8, 38.400906611827445)	(9, 38.51351576083881)	(10, 38.60696062176339)	(15, 38.4212173220602)	(20, 38.14581701734503)	(25, 37.93748290130958)	(30, 38.02212186269852)	(35, 37.37563094262473)	(40, 37.20391609514239)	(45, 37.03201803467064)	(50, 36.996302859136236)	(55, 36.86766204627112)	(60, 36.819478471544365)	(65, 36.65429073000995)	(70, 36.46164999877853)	(75, 35.997685063024086)	(80, 36.727323627624784)	(85, 36.47898283219408)	(90, 36.16643278414704)	(95, 35.86391132002724)	(100, 35.49120166447737)	(105, 35.06059036173279)	(110, 34.509192612546364)	(115, 34.01058134864607)	(120, 33.449960548778634)	(125, 32.71226134097433)	(130, 31.90951684847863)	(135, 31.02034521487791)	(140, 30.139848669666883)	(145, 29.631057048438663)	(150, 29.004593108448223)
Nac_Sal_8_1	(1, 30.78173263769851)	(2, 31.52609470478151)	(3, 34.77326235730413)	(4, 35.95974413048574)	(5, 36.23595603848541)	(6, 39.66139516878409)	(7, 39.689773007526206)	(8, 39.89896651194824)	(9, 39.977121969991394)	(10, 40.037823310994725)	(15, 40.03949805717532)	(20, 39.988893471818926)	(25, 39.89956042303108)	(30, 39.77973922093074)	(35, 39.71217341342347)	(40, 39.665894207106874)	(45, 39.4941915459448)	(50, 39.56971453571873)	(55, 39.46689616863825)	(60, 39.42248650254144)	(65, 39.350623055361915)	(70, 38.522295297134974)	(75, 37.79513483714861)	(80, 38.14745578918997)	(85, 38.12681608868046)	(90, 38.02826535419423)	(95, 37.95064946617178)	(100, 37.81877227529242)	(105, 37.70048161741968)	(110, 37.52722050468393)	(115, 37.343503375987154)	(120, 37.12855240663637)	(125, 36.882925140357536)	(130, 36.53320316013472)	(135, 36.06755267463852)	(140, 35.51260417915371)	(145, 34.86798289825615)	(150, 34.47263381209766)
Nac_Sal_8_2	(1, 30.176226491592292)	(2, 30.702050712725367)	(3, 33.173314545186614)	(4, 34.53653304481744)	(5, 35.01570179530897)	(6, 37.74345486836208)	(7, 37.93394441895073)	(8, 38.02546092933371)	(9, 38.119961807785195)	(10, 38.100575876294485)	(15, 37.90620340981194)	(20, 37.70131491321236)	(25, 37.40556031918979)	(30, 37.44821728178631)	(35, 36.77015137921846)	(40, 36.56594600558452)	(45, 36.34528247502655)	(50, 36.229986187581645)	(55, 36.04191691780733)	(60, 35.94700835540597)	(65, 35.7780211286479)	(70, 35.59343624564878)	(75, 34.1480870144179)	(80, 34.65897561333169)	(85, 34.38899083066158)	(90, 34.04086095117093)	(95, 33.67779192191135)	(100, 33.230360413257785)	(105, 32.741944290676194)	(110, 32.1347265576384)	(115, 31.56393460747612)	(120, 30.948962999669384)	(125, 30.177662250103264)	(130, 29.424410086043196)	(135, 28.625540826042176)	(140, 27.73234679783247)	(145, 27.290271529696703)	(150, 26.693155179351464)
Nac_oxy_1_1	(1, 31.350859341374424)	(2, 31.358836725978605)	(3, 35.04311295529244)	(4, 36.043572677391886)	(5, 36.247953770980835)	(6, 39.729016266467205)	(7, 39.793654285316876)	(8, 39.9545398816937)	(9, 40.07772799872481)	(10, 40.12401644892084)	(15, 40.107046061833614)	(20, 40.091102071894674)	(25, 40.00877103503431)	(30, 39.889711966012015)	(35, 39.821914873086314)	(40, 39.6994530589536)	(45, 39.66605159941609)	(50, 39.62524625515813)	(55, 39.517125877285196)	(60, 39.440020938654506)	(65, 39.367380571878414)	(70, 38.88466264169357)	(75, 38.47061581080642)	(80, 38.78898770903729)	(85, 38.7545039024467)	(90, 38.64990457445627)	(95, 38.53405000970287)	(100, 38.33681207534679)	(105, 38.137006621311286)	(110, 37.82802003905882)	(115, 37.47413889897855)	(120, 37.04127766252917)	(125, 36.47542149462662)	(130, 35.63728435544779)	(135, 34.42389915947655)	(140, 32.86848563784495)	(145, 31.06005518039321)	(150, 29.920818937435808)
Nac_oxy_1_2	(1, 31.034847919929266)	(2, 31.274848697074894)	(3, 34.218409908133445)	(4, 35.3586485849766)	(5, 35.598302013143076)	(6, 38.70903045510045)	(7, 38.654372917528356)	(8, 38.713318840865156)	(9, 38.92632999160713)	(10, 38.97698536660738)	(15, 38.7622169124905)	(20, 38.63374786952931)	(25, 38.3929506402596)	(30, 38.38834266289789)	(35, 37.729048359986066)	(40, 37.4663967116205)	(45, 37.2349725533234)	(50, 37.15520966213403)	(55, 37.04084945376129)	(60, 36.85455216486969)	(65, 36.67909470626414)	(70, 36.41243550569202)	(75, 35.33019381767675)	(80, 35.9170124506669)	(85, 35.470286539242274)	(90, 35.03602047084032)	(95, 34.57528685300146)	(100, 34.01954713632524)	(105, 33.4586179953643)	(110, 32.77048282576869)	(115, 32.20034472286819)	(120, 31.581704396399847)	(125, 30.756125098460082)	(130, 29.8328013931824)	(135, 28.780436984864288)	(140, 27.443210373321524)	(145, 26.264125988284185)	(150, 25.263435725705154)
Nac_oxy_2_1	(1, 30.985345882968772)	(2, 31.600686331734597)	(3, 34.824329657137696)	(4, 35.88048425681223)	(5, 36.193440043601804)	(6, 39.61355039659202)	(7, 39.83927399672181)	(8, 39.891380810226714)	(9, 40.00326506867583)	(10, 40.06364860327907)	(15, 40.04531952909811)	(20, 40.00896358114018)	(25, 39.91437420513036)	(30, 39.78631440005755)	(35, 39.72315501794664)	(40, 39.58491677623629)	(45, 39.584102221735485)	(50, 39.57199294337416)	(55, 39.47836936496993)	(60, 39.435351549280476)	(65, 39.37229070946163)	(70, 38.604975242526585)	(75, 38.14231173305865)	(80, 38.48303598079785)	(85, 38.46008891237691)	(90, 38.36390520037503)	(95, 38.28192020456056)	(100, 38.14926661211245)	(105, 38.028834688896104)	(110, 37.852166815350515)	(115, 37.657363955580095)	(120, 37.43530822808653)	(125, 37.18597417019279)	(130, 36.80743200978078)	(135, 36.307159892576955)	(140, 35.712084045194864)	(145, 35.012299113877184)	(150, 34.582065450079014)
Nac_oxy_2_2	(1, 30.812026680555086)	(2, 31.032287064141652)	(3, 33.87552232589602)	(4, 34.985377191668526)	(5, 35.29103644917254)	(6, 38.24118169685618)	(7, 38.168772079291294)	(8, 38.20507484143313)	(9, 38.403580658637175)	(10, 38.52591001030935)	(15, 38.316991404571056)	(20, 38.21513196660249)	(25, 38.02846703901935)	(30, 38.0136549061577)	(35, 37.49566028943529)	(40, 37.283127568488)	(45, 37.080756655491236)	(50, 37.027009569246424)	(55, 36.805388855133515)	(60, 36.658707614115556)	(65, 36.563492627061024)	(70, 36.43487875760151)	(75, 35.13296032243717)	(80, 35.80794979418319)	(85, 35.55661308808445)	(90, 35.24470449285904)	(95, 34.91811741784379)	(100, 34.51700385876477)	(105, 34.10078945990674)	(110, 33.55762707423925)	(115, 33.02537295135334)	(120, 32.44370526466396)	(125, 31.712469007959818)	(130, 30.99146724908643)	(135, 30.202528002124314)	(140, 29.31849340804637)	(145, 28.844124454809656)	(150, 28.233741312106467)
Nac_oxy_3_1	(1, 30.969745857889986)	(2, 31.55129299353481)	(3, 34.694832296552)	(4, 35.814480316204204)	(5, 36.159202844854356)	(6, 39.540947725925456)	(7, 39.76357551865018)	(8, 39.81461182093921)	(9, 39.95078428867097)	(10, 40.018742294711366)	(15, 40.01411613804261)	(20, 39.95729503241506)	(25, 39.86584149087475)	(30, 39.73359923276625)	(35, 39.67404119233758)	(40, 39.640842911939764)	(45, 39.585898083316344)	(50, 39.5342163455074)	(55, 39.45953778784277)	(60, 39.40023547486295)	(65, 39.319451190903884)	(70, 39.270579259510114)	(75, 39.028735043960054)	(80, 39.40507370112195)	(85, 39.386548136494376)	(90, 39.28454681005281)	(95, 39.20509217175444)	(100, 39.072287424630545)	(105, 38.961396043986326)	(110, 38.799956753361414)	(115, 38.63136798293197)	(120, 38.4508740417235)	(125, 38.28262503326705)	(130, 38.03408000465364)	(135, 37.73608293313987)	(140, 37.40676490341663)	(145, 37.01505265736587)	(150, 36.78228722887268)
Nac_oxy_3_2	(1, 30.366132013534106)	(2, 30.659033366520788)	(3, 32.98712294497615)	(4, 34.49435289968155)	(5, 34.72007328112067)	(6, 37.53454503024116)	(7, 37.474976169585766)	(8, 37.45779985210643)	(9, 37.73601216902839)	(10, 37.9030037180715)	(15, 37.70000026129605)	(20, 37.46802817045601)	(25, 37.179992766811225)	(30, 37.23052304573362)	(35, 36.543186964565294)	(40, 36.2635695859447)	(45, 36.02897840054003)	(50, 35.93559902998338)	(55, 35.76396617766752)	(60, 35.701167543586216)	(65, 35.47246610829556)	(70, 35.25709422425635)	(75, 34.845701013832965)	(80, 35.671761945416804)	(85, 35.39824455314456)	(90, 35.055771312323444)	(95, 34.71433239265326)	(100, 34.285146480211516)	(105, 33.81465400525941)	(110, 33.25140076316438)	(115, 32.69896570026678)	(120, 32.09420378102243)	(125, 31.356347932743425)	(130, 30.67270365639278)	(135, 29.959058600865866)	(140, 29.198998233767185)	(145, 28.926203243694935)	(150, 28.441251116344553)
Nac_oxy_4_1	(1, 31.193037010816678)	(2, 30.958755889455205)	(3, 34.756337987527985)	(4, 35.893316310820026)	(5, 36.171650759250035)	(6, 39.45725474893411)	(7, 39.465104691848815)	(8, 39.82755704893891)	(9, 39.959088443669046)	(10, 39.99055848059014)	(15, 40.00369400495872)	(20, 39.96070855003528)	(25, 39.88092365039422)	(30, 39.754790032926905)	(35, 39.694738910557604)	(40, 39.64347901239994)	(45, 39.59703905474496)	(50, 39.546479095619816)	(55, 39.48031500694916)	(60, 39.42412640164027)	(65, 39.342007851476275)	(70, 39.28487753738703)	(75, 39.037304126055936)	(80, 39.404427845284275)	(85, 39.38189342903634)	(90, 39.27966981367253)	(95, 39.19396287483151)	(100, 39.05825690015144)	(105, 38.93981555856539)	(110, 38.76554888893112)	(115, 38.58581174197492)	(120, 38.3883296006752)	(125, 38.190168318340206)	(130, 37.90070548237716)	(135, 37.55308414179198)	(140, 37.12287637974337)	(145, 36.613327167040026)	(150, 36.30245928882652)
Nac_oxy_4_2	(1, 30.50268266749462)	(2, 30.765726684857324)	(3, 32.7897834996329)	(4, 34.590242561056826)	(5, 34.829930650574454)	(6, 37.42023584724401)	(7, 37.76702934761896)	(8, 37.91281805753118)	(9, 38.084169717790786)	(10, 38.13678186678567)	(15, 37.95441783427332)	(20, 37.77367770901232)	(25, 37.45367995608816)	(30, 37.477726464796305)	(35, 36.70469089162492)	(40, 36.487835285809595)	(45, 36.30353977173222)	(50, 36.241490833524345)	(55, 36.11936688034177)	(60, 36.048515621939806)	(65, 35.85679700713289)	(70, 35.64696773239056)	(75, 35.21510466164618)	(80, 36.0187120361625)	(85, 35.74703069790895)	(90, 35.41477508122998)	(95, 35.089845201287304)	(100, 34.66428681386067)	(105, 34.18918463254757)	(110, 33.61563529866198)	(115, 33.05426591503312)	(120, 32.443978545351094)	(125, 31.68733960950227)	(130, 30.971063053198964)	(135, 30.234373364846913)	(140, 29.439030090324923)	(145, 29.087558044231805)	(150, 28.560025431545665)
Nac_oxy_5_1	(1, 31.282229433888702)	(2, 31.073303186692947)	(3, 34.801395902473466)	(4, 35.84565332199333)	(5, 36.11343521675668)	(6, 39.43002969526549)	(7, 39.50414070742098)	(8, 39.813007708547865)	(9, 39.90662774713585)	(10, 39.96172858376241)	(15, 39.93584616313209)	(20, 39.88155687975464)	(25, 39.81691029426184)	(30, 39.70922936024624)	(35, 39.65142214227176)	(40, 39.60232236121488)	(45, 39.54906616455845)	(50, 39.50551180226359)	(55, 39.43639467080946)	(60, 39.35771913760108)	(65, 39.28857692453623)	(70, 39.19714797760106)	(75, 38.929068665247335)	(80, 39.33486450990275)	(85, 39.29652256460757)	(90, 39.18465243703839)	(95, 39.11369351334419)	(100, 38.96297945956394)	(105, 38.84816984360151)	(110, 38.658878562246684)	(115, 38.483014543930224)	(120, 38.24589806903147)	(125, 38.046236816068436)	(130, 37.71752736332327)	(135, 37.33428301671086)	(140, 36.80403232763076)	(145, 36.20550228769031)	(150, 35.85918024728094)
Nac_oxy_5_2	(1, 30.782695448721306)	(2, 31.042155827954264)	(3, 33.56725591155133)	(4, 34.90858595590867)	(5, 35.24275690655485)	(6, 38.05069017602044)	(7, 38.26328708913088)	(8, 38.31597690299976)	(9, 38.49237597077083)	(10, 38.567625236401035)	(15, 38.367902238340726)	(20, 38.10189437146571)	(25, 37.866224136612665)	(30, 37.914795651292046)	(35, 37.22028000575524)	(40, 37.05585766862568)	(45, 36.85013593967329)	(50, 36.79835974070214)	(55, 36.6730852149592)	(60, 36.6137737396283)	(65, 36.435644148649516)	(70, 36.244682976659995)	(75, 35.75830943966054)	(80, 36.522370123376454)	(85, 36.27272483181581)	(90, 35.957115277689795)	(95, 35.657910084957834)	(100, 35.241884737337585)	(105, 34.800542314072075)	(110, 34.240704647968684)	(115, 33.72824483271911)	(120, 33.146872308199775)	(125, 32.42234097357995)	(130, 31.678212449130037)	(135, 30.846419651960893)	(140, 30.01962320961427)	(145, 29.606249356043556)	(150, 29.026273340074344)
Nac_oxy_6_1	(1, 30.93183527696081)	(2, 31.57419403794321)	(3, 34.69084012382999)	(4, 35.895742378062565)	(5, 36.16876549029531)	(6, 39.567399116092865)	(7, 39.77773715304483)	(8, 39.82570200143067)	(9, 39.95977953150881)	(10, 40.03806335320705)	(15, 40.02310829601057)	(20, 39.9718563940839)	(25, 39.884034088213426)	(30, 39.76405311799904)	(35, 39.68957699448456)	(40, 39.62288238380516)	(45, 39.50471327668021)	(50, 39.54362145022655)	(55, 39.44717967869609)	(60, 39.40027322067418)	(65, 39.33131224319668)	(70, 38.67644277650898)	(75, 38.1016132129816)	(80, 38.46119916763791)	(85, 38.43832185225181)	(90, 38.34036008699303)	(95, 38.26144231633715)	(100, 38.12812664509009)	(105, 38.016026360421954)	(110, 37.85510784681709)	(115, 37.682501810339666)	(120, 37.491142816780666)	(125, 37.29588349097422)	(130, 37.0113190662173)	(135, 36.6360801601427)	(140, 36.223677429174046)	(145, 35.75037154945488)	(150, 35.464504840848015)
