Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
Nac_Sal_6_1	(1, 0.6322873909134954)	(2, 0.00280202167148929)	(3, 0.026305217867467607)	(4, 0.0)	(5, 0.0020198059230918863)	(6, 0.0)	(7, 0.0008299566156704844)	(8, 0.0)	(9, 0.0)	(10, 0.0011288878922880836)	(15, 3.378584453171883e-05)	(20, 0.00020859086623930756)	(25, 6.610273930118902e-06)	(30, 0.0004671260243950691)	(35, 0.0011097915453788512)	(40, 0.00035622031734529634)	(45, 0.0008417082137684734)	(50, 0.0020653433657215944)	(55, 0.0007719331000616629)	(60, 0.0013058963386390452)	(65, 0.0011758942846800402)	(70, 0.0006646997674175118)	(75, 0.0017715534132718654)	(80, 0.002036698845357746)	(85, 0.001681213002893574)	(90, 0.00042746438081435565)	(95, 0.0007954362962576411)	(100, 0.0013389477082896397)	(105, 0.0011891148325402778)	(110, 0.0007623849266070467)	(115, 0.0007807467986351547)	(120, 0.001760536290055001)	(125, 0.0008365668896006032)	(130, 0.0018060737326847085)	(135, 0.0007322714564809494)	(140, 0.00014542602646261583)	(145, 0.00017553949658871305)	(150, 0.0007308025067187008)
Nac_Sal_6_2	(1, 1.1443742951565898)	(2, 0.05797210236714277)	(3, 0.0001211883553855132)	(4, 0.0022401483874291833)	(5, 0.0017553949658871307)	(6, 0.0003672374405621612)	(7, 0.0031839486096739375)	(8, 0.0005912522793050795)	(9, 0.0016342066105016172)	(10, 0.0008262842412648627)	(15, 0.0024729769247455935)	(20, 0.0016863543270614443)	(25, 0.003367567329955018)	(30, 0.0005662801333468526)	(35, 0.0031744004362193215)	(40, 0.0031435524912120996)	(45, 0.0025302659654732906)	(50, 0.005014260013435749)	(55, 0.0036165543146561632)	(60, 0.0016275963365714984)	(65, 0.0026286855995439496)	(70, 0.0032948543167237105)	(75, 0.0038648068244761845)	(80, 0.003261802947073116)	(85, 0.005717152474671725)	(90, 0.0030752463272675375)	(95, 0.0014865771593956286)	(100, 0.003894185819721158)	(105, 0.0019375447364059625)	(110, 0.0021946109447994753)	(115, 0.0031273940438273644)	(120, 0.0013756714523458558)	(125, 0.0007543057029146792)	(130, 0.0013551061556743749)	(135, 0.0005552630101299877)	(140, 0.1283575647001677)	(145, 7.418196299355656e-05)	(150, 0.003819269381846477)
Nac_Sal_7_1	(1, 0.6332224501120339)	(2, 0.0028715937094724053)	(3, 0.0264702521858632)	(4, 0.0)	(5, 0.002128089922079286)	(6, 0.0)	(7, 0.0008193715208005807)	(8, 0.0)	(9, 0.0)	(10, 0.0012070556385127072)	(15, 3.26231253652083e-05)	(20, 0.00020711891220236898)	(25, 3.793386670373058e-06)	(30, 0.0005052791044936913)	(35, 0.0011531895477934098)	(40, 0.00038085602170545503)	(45, 0.0008808243848606243)	(50, 0.0021045709247229727)	(55, 0.0008246822621391029)	(60, 0.0013549977186572565)	(65, 0.001199468865171961)	(70, 0.000693431083344195)	(75, 0.0018428272444672318)	(80, 0.002132641986083733)	(85, 0.0017275082896878909)	(90, 0.00040968576040029033)	(95, 0.0008102673927916853)	(100, 0.0013587911053276295)	(105, 0.001262439083900154)	(110, 0.0008148194567961329)	(115, 0.0008170954887983567)	(120, 0.0018162735377746202)	(125, 0.0008231649074709536)	(130, 0.0018314470844561126)	(135, 0.0007548839474042385)	(140, 0.0001365619201334301)	(145, 0.00016387430416011612)	(150, 0.0007321236273820003)
Nac_Sal_7_2	(1, 1.1486981779756882)	(2, 0.058380220857041365)	(3, 0.00016690901349641457)	(4, 0.002128089922079286)	(5, 0.0018208256017790679)	(6, 0.0003186444803113369)	(7, 0.00280331274940569)	(8, 0.0005310741338522282)	(9, 0.0016577099749530266)	(10, 0.0007966112007783422)	(15, 0.002363279895642415)	(20, 0.0016895744229841602)	(25, 0.0033085918538993814)	(30, 0.0005348675205226012)	(35, 0.0031689952244296532)	(40, 0.0031462349044074148)	(45, 0.002518050071793636)	(50, 0.005017133210235407)	(55, 0.003547575214132884)	(60, 0.0016121893349085499)	(65, 0.002639438445245574)	(70, 0.0032319654431578453)	(75, 0.0037766957690234166)	(80, 0.003243345603168965)	(85, 0.0055785544374506195)	(90, 0.002989947373588045)	(95, 0.0014885249294543882)	(100, 0.0038624263077738485)	(105, 0.0019877346152754826)	(110, 0.002103812247388898)	(115, 0.003016501080280656)	(120, 0.0013777580386794947)	(125, 0.0007260542087094033)	(130, 0.0013618258146639278)	(135, 0.0005310741338522282)	(140, 0.12845924620551324)	(145, 6.676360539856583e-05)	(150, 0.0038616676304397734)
Nac_Sal_8_1	(1, 0.671650793965905)	(2, 0.002912900829279578)	(3, 0.028060053860032633)	(4, 0.0)	(5, 0.002015742644639079)	(6, 0.0)	(7, 0.0007635388805451057)	(8, 0.0)	(9, 0.0)	(10, 0.0012812182415546873)	(15, 2.7487399699623805e-05)	(20, 0.00019699303118063727)	(25, 3.817694402725528e-06)	(30, 0.00046957641153524)	(35, 0.0011972289646947256)	(40, 0.0003909319068390941)	(45, 0.0009475517507564762)	(50, 0.002289853102754772)	(55, 0.000846001079643977)	(60, 0.0013751335238617352)	(65, 0.0012170809755888985)	(70, 0.0007200171643540347)	(75, 0.001966876156284192)	(80, 0.002240986614399885)	(85, 0.0017737008195062806)	(90, 0.0004275817731052592)	(95, 0.0008246219909887141)	(100, 0.0014491967952746105)	(105, 0.001278927624913052)	(110, 0.000823858452108169)	(115, 0.0008292032242719848)	(120, 0.0018088236080113554)	(125, 0.000852872929568883)	(130, 0.0019180096679293052)	(135, 0.0008406563074801614)	(140, 0.00012674745417048754)	(145, 0.00016568793707828793)	(150, 0.0008360750741968907)
Nac_Sal_8_2	(1, 1.199741007611719)	(2, 0.059556032682518245)	(3, 0.00016797855371992324)	(4, 0.0023287935856625723)	(5, 0.0017675925084619198)	(6, 0.00038558713467527837)	(7, 0.0032335871591085224)	(8, 0.0006413726596578887)	(9, 0.001481265428257505)	(10, 0.0008322573797941652)	(15, 0.0025250230779626645)	(20, 0.0017607206585370137)	(25, 0.0034573040511082388)	(30, 0.000585634321378096)	(35, 0.003314522280446304)	(40, 0.0031900654429174516)	(45, 0.0027655378253343727)	(50, 0.005302013986505214)	(55, 0.0036665137043775976)	(60, 0.0016622241429466952)	(65, 0.002787680452870181)	(70, 0.0033656793854428256)	(75, 0.003929171079285114)	(80, 0.0034221812626031634)	(85, 0.005822747503036976)	(90, 0.0030892783106854977)	(95, 0.0015446391553427489)	(100, 0.004038357139203063)	(105, 0.002030249883369436)	(110, 0.0021860118150006376)	(115, 0.0031709769709038237)	(120, 0.001488137278182411)	(125, 0.0007551399528591096)	(130, 0.0014858466615407756)	(135, 0.0006093040266749943)	(140, 0.13004670567332294)	(145, 7.482681029342035e-05)	(150, 0.0038253297915309794)
Nac_oxy_1_1	(1, 0.8232437997443818)	(2, 0.002843681202954253)	(3, 0.03386843397827259)	(4, 0.0)	(5, 0.0022902130493591298)	(6, 0.0)	(7, 0.000980974589475494)	(8, 0.0)	(9, 0.0)	(10, 0.0014428342210962518)	(15, 3.5880004439959693e-05)	(20, 0.00019390470484573964)	(25, 6.1072347982910125e-06)	(30, 0.00044353792722588476)	(35, 0.0012603805814973077)	(40, 0.00039238983579019756)	(45, 0.0010283056591622493)	(50, 0.0025436632934882067)	(55, 0.0009481482024346796)	(60, 0.001506196782128521)	(65, 0.001301604416385772)	(70, 0.0008015745672756954)	(75, 0.002302427518955712)	(80, 0.002468849667209142)	(85, 0.00198256109639522)	(90, 0.0004794179316658445)	(95, 0.0008657005326577511)	(100, 0.0016573508433862234)	(105, 0.0014016103862077873)	(110, 0.000887839258801556)	(115, 0.0008718077674560419)	(120, 0.0019024036396676504)	(125, 0.000948911606784466)	(130, 0.002031418974781548)	(135, 0.0009573090546321163)	(140, 0.0001503906569079162)	(145, 0.00018779747004744863)	(150, 0.0008206596760203549)
Nac_oxy_1_2	(1, 1.4070687273087599)	(2, 0.06451530160044669)	(3, 0.00016413193520407095)	(4, 0.0026528301155076587)	(5, 0.0019772172659467155)	(6, 0.0004389575011271665)	(7, 0.0038361068576765424)	(8, 0.0006717958278120114)	(9, 0.0019046938527170095)	(10, 0.0009435677763359614)	(15, 0.0027810820462717697)	(20, 0.0019146181092642325)	(25, 0.0038361068576765424)	(30, 0.0006618715712647885)	(35, 0.0036383851310818707)	(40, 0.0033513450955621935)	(45, 0.0030322420773514877)	(50, 0.005769810075685434)	(55, 0.004013980071176768)	(60, 0.0018031610741954212)	(65, 0.0030276616512527697)	(70, 0.0035773127830989607)	(75, 0.004357512028580638)	(80, 0.003797173235837437)	(85, 0.006207240768113028)	(90, 0.0033643229695085614)	(95, 0.0016909406347768241)	(100, 0.004483473746295389)	(105, 0.0022734181536638296)	(110, 0.002410067532275591)	(115, 0.003511660009017332)	(120, 0.001725293830517211)	(125, 0.0009458579893853206)	(130, 0.001755830004508666)	(135, 0.0007481362627906491)	(140, 0.13260257215354382)	(145, 7.710383932842403e-05)	(150, 0.0036719749224724714)
Nac_oxy_2_1	(1, 0.6791476221648792)	(2, 0.0030356014559281552)	(3, 0.028039257385356352)	(4, 0.0)	(5, 0.0021175593608400395)	(6, 0.0)	(7, 0.0007708089288947384)	(8, 0.0)	(9, 0.0)	(10, 0.0012358925185761704)	(15, 4.2437794961620424e-05)	(20, 0.00019573350329237177)	(25, 3.4643097927853414e-06)	(30, 0.00046768182202602105)	(35, 0.0012029815755447096)	(40, 0.0003828062321027802)	(45, 0.0009154438627435263)	(50, 0.002208497492900655)	(55, 0.0008115145689599661)	(60, 0.0014004472337334742)	(65, 0.0011951868785109428)	(70, 0.0006893976487642829)	(75, 0.0018594682812775316)	(80, 0.0022067653380042625)	(85, 0.0017555389874939716)	(90, 0.0003906009291365472)	(95, 0.0008348986600612671)	(100, 0.0013779292200803695)	(105, 0.0011821957167879975)	(110, 0.0007647463867573639)	(115, 0.0007664785416537567)	(120, 0.0017702623041133095)	(125, 0.0008357647375094636)	(130, 0.0018655308234149061)	(135, 0.0007889965553068614)	(140, 0.00012384907509207594)	(145, 0.00015589394067534035)	(150, 0.0007058531202800133)
Nac_oxy_2_2	(1, 1.2075068302115355)	(2, 0.05948652952936529)	(3, 0.0001862066513622121)	(4, 0.00224747097806949)	(5, 0.0017711283815615056)	(6, 0.00042870833685718595)	(7, 0.003581230248291846)	(8, 0.0005672807285685996)	(9, 0.0015979128919222385)	(10, 0.0008444255119914268)	(15, 0.0024969012831500344)	(20, 0.0017434139032192228)	(25, 0.003451318631062396)	(30, 0.0005568877991902435)	(35, 0.0033214070138329454)	(40, 0.003160316608468428)	(45, 0.0026727150051338903)	(50, 0.005331572771096639)	(55, 0.0036279984304944486)	(60, 0.0016368863770910738)	(65, 0.0027038937932689585)	(70, 0.0033222730912811425)	(75, 0.003906875368813668)	(80, 0.0033967557518260263)	(85, 0.00577587050202136)	(90, 0.002986235041380964)	(95, 0.001516501611791783)	(100, 0.004020331514527389)	(105, 0.002001504982781731)	(110, 0.0022197564997272073)	(115, 0.0031637809182612124)	(120, 0.0014264295571793642)	(125, 0.0007976573297888247)	(130, 0.0014125723180082228)	(135, 0.0005664146511204033)	(140, 0.12849991098889027)	(145, 8.747382226782986e-05)	(150, 0.003841053482750747)
Nac_oxy_3_1	(1, 0.6366285578509676)	(2, 0.002865689502242584)	(3, 0.025624147387765524)	(4, 0.0)	(5, 0.001841922998451885)	(6, 0.0)	(7, 0.0008095894109474565)	(8, 0.0)	(9, 0.0)	(10, 0.0011736904687809687)	(15, 2.9984792998053944e-05)	(20, 0.00021846063470010732)	(25, 5.996958599610789e-06)	(30, 0.0004711896042551334)	(35, 0.0011514160511252715)	(40, 0.00035981751597664733)	(45, 0.0008695589969435644)	(50, 0.0019987006304131387)	(55, 0.0007419094496089919)	(60, 0.0013004833077441683)	(65, 0.0011471325092684067)	(70, 0.0006425312785297274)	(75, 0.0016902856167188695)	(80, 0.0019729993792719494)	(85, 0.0016106117381811831)	(90, 0.0003606742243480203)	(95, 0.0007333423658952621)	(100, 0.0012422271384908063)	(105, 0.001134281883697812)	(110, 0.0007539033668082135)	(115, 0.0007530466584368405)	(120, 0.001701422825546718)	(125, 0.0007838881598062674)	(130, 0.0017750997454847937)	(135, 0.0007453362830944838)	(140, 0.00011137208827848607)	(145, 0.00013707333941967515)	(150, 0.0007324856575238891)
Nac_oxy_3_2	(1, 1.1472695826078263)	(2, 0.056371410836341417)	(3, 8.138729528043213e-05)	(4, 0.0020004140471558845)	(5, 0.001679148407891021)	(6, 0.0003469668904060528)	(7, 0.0029342261719524218)	(8, 0.0006039794018179438)	(9, 0.0014521206894771838)	(10, 0.0007633271588933161)	(15, 0.0023199662696780023)	(20, 0.0015754866949548915)	(25, 0.0031852417247647015)	(30, 0.0004951774386535766)	(35, 0.003006189675147751)	(40, 0.0030730129281148428)	(45, 0.0024364786081847263)	(50, 0.004848112673599636)	(55, 0.003494513446830344)	(60, 0.001564349486127043)	(65, 0.002558131196919688)	(70, 0.003067872677886605)	(75, 0.0036418672867064945)	(80, 0.003092717220656421)	(85, 0.0055343360790693855)	(90, 0.002768024747906065)	(95, 0.0014161389378795192)	(100, 0.0037755137926406782)	(105, 0.001817078455682069)	(110, 0.002091225134521419)	(115, 0.0029342261719524218)	(120, 0.001307336974715152)	(125, 0.0006622355710713056)	(130, 0.0012799223068312169)	(135, 0.0005140250228237819)	(140, 0.1277026632535976)	(145, 6.339641948159977e-05)	(150, 0.0037995016270391214)
Nac_oxy_4_1	(1, 0.6248785215281807)	(2, 0.002890159578163088)	(3, 0.025477081940624136)	(4, 0.0)	(5, 0.001807511376053764)	(6, 0.0)	(7, 0.0008549668205498524)	(8, 0.0)	(9, 0.0)	(10, 0.0010956585667698652)	(15, 3.5313846935754776e-05)	(20, 0.00020630721104572525)	(25, 9.293117614672308e-06)	(30, 0.0004395644631740002)	(35, 0.0011337603489900217)	(40, 0.0003373401694126048)	(45, 0.000861472002880123)	(50, 0.002004525469484817)	(55, 0.0007462373444581864)	(60, 0.0013168347659990663)	(65, 0.001023172249375421)	(70, 0.0006272854389903808)	(75, 0.0016941353411547618)	(80, 0.0019905857930628086)	(85, 0.001603062788530973)	(90, 0.00034756259878874433)	(95, 0.0007295097327517763)	(100, 0.0012164690957606054)	(105, 0.0009850704671552648)	(110, 0.0006477302977426599)	(115, 0.0006598113506417339)	(120, 0.0015956282944392353)	(125, 0.0007211459268985711)	(130, 0.00175175267036573)	(135, 0.0007053476269536283)	(140, 0.00010687085256873155)	(145, 0.00013382089365128125)	(150, 0.0006969838211004231)
Nac_oxy_4_2	(1, 1.1448330986279038)	(2, 0.056590439714547025)	(3, 0.00012081052899074001)	(4, 0.002165296404218648)	(5, 0.0014683125831182248)	(6, 0.0003066728812841862)	(7, 0.0030295563423831727)	(8, 0.000571526733302347)	(9, 0.0015519506416502755)	(10, 0.0008215115971370321)	(15, 0.002370674303502906)	(20, 0.0016681146118336795)	(25, 0.0032702480886031855)	(30, 0.0005306370157977888)	(35, 0.0030323442776675744)	(40, 0.0029719390131722045)	(45, 0.0024134226445303984)	(50, 0.004861229824235085)	(55, 0.003471908740841574)	(60, 0.0014664539595952903)	(65, 0.0024849796501633754)	(70, 0.0030927495421629444)	(75, 0.0037404798399056044)	(80, 0.0031345685714289696)	(85, 0.0055284756689685565)	(90, 0.0028278956901447837)	(95, 0.0014014021362925841)	(100, 0.003804602351446843)	(105, 0.0018288855465675104)	(110, 0.002126265310237024)	(115, 0.0030360615247134433)	(120, 0.0013056830248614594)	(125, 0.0007350856033205796)	(130, 0.0012462070721275566)	(135, 0.0005297077040363216)	(140, 0.12893085516244068)	(145, 8.549668205498524e-05)	(150, 0.0036243158697222)
