Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
Nac_Sal_6_1	(1, 30.69525592344537)	(2, 31.50970070831895)	(3, 34.70381255448504)	(4, 35.916257735771445)	(5, 36.21381931627772)	(6, 39.59418067307437)	(7, 39.64925902191329)	(8, 39.85723766368435)	(9, 39.964826773105344)	(10, 40.02590862813841)	(15, 40.02340189564597)	(20, 39.97596125266918)	(25, 39.88915435353769)	(30, 39.77264542672769)	(35, 39.7032282858529)	(40, 39.64634773330416)	(45, 39.61329639360478)	(50, 39.56673561176936)	(55, 39.491053576369474)	(60, 39.44072166672504)	(65, 39.37082083045271)	(70, 39.3010742182268)	(75, 39.07455177849717)	(80, 39.454965841939966)	(85, 39.440450523646724)	(90, 39.34293221908465)	(95, 39.26706902332649)	(100, 39.13675710295975)	(105, 39.02753627830828)	(110, 38.86467945451222)	(115, 38.70661275422447)	(120, 38.53102163725627)	(125, 38.37537839361211)	(130, 38.153580198304596)	(135, 37.88675868546802)	(140, 37.63890784369001)	(145, 37.502173160994744)	(150, 38.415557913653096)
Nac_Sal_6_2	(1, 30.839964719924286)	(2, 31.072204883834072)	(3, 33.733259424019785)	(4, 35.09649768420894)	(5, 35.35992269321437)	(6, 38.19203583642902)	(7, 38.416843389317066)	(8, 38.48674181749696)	(9, 38.60480310960386)	(10, 38.684875312786986)	(15, 38.474542211033366)	(20, 38.32643072474607)	(25, 38.06806215201861)	(30, 38.19676116980876)	(35, 37.537375540511825)	(40, 37.398456481138595)	(45, 37.23078307473008)	(50, 37.20734603668264)	(55, 37.065944310404674)	(60, 37.040147857994114)	(65, 36.88496977676043)	(70, 36.740748372818864)	(75, 36.28472241169599)	(80, 37.079995263859956)	(85, 36.86204498914371)	(90, 36.578518456231556)	(95, 36.31038943045477)	(100, 35.95935474004456)	(105, 35.58763337801319)	(110, 35.09637219645016)	(115, 34.62074690186538)	(120, 34.07723908157801)	(125, 33.37534956367856)	(130, 32.736812472234035)	(135, 32.067025422840175)	(140, 31.42331010812606)	(145, 31.797943246911224)	(150, 34.38926362403368)
Nac_Sal_7_1	(1, 30.430583354642053)	(2, 31.272018380874055)	(3, 34.36297484641917)	(4, 35.64250551227416)	(5, 36.106338046997095)	(6, 39.46882140277409)	(7, 39.78648359221046)	(8, 39.85554764397172)	(9, 39.889438446900236)	(10, 39.989109161499826)	(15, 39.95407255506352)	(20, 39.88994519460786)	(25, 39.8261731711782)	(30, 39.7164167824977)	(35, 39.656269554524684)	(40, 39.61809819275811)	(45, 39.56744926128242)	(50, 39.51619982572321)	(55, 39.44087196731544)	(60, 39.35606989777277)	(65, 39.291950230129785)	(70, 39.24568570232306)	(75, 39.00706178680022)	(80, 39.43463333612023)	(85, 39.38392952420076)	(90, 39.27605842309883)	(95, 39.200540390187456)	(100, 39.04409608949927)	(105, 38.93826841437879)	(110, 38.75649185573859)	(115, 38.61402339954825)	(120, 38.382748417591486)	(125, 38.2581351002885)	(130, 37.99115447146738)	(135, 37.79527319318193)	(140, 37.485039817745196)	(145, 37.339573401572125)	(150, 38.450442028849714)
Nac_Sal_7_2	(1, 30.859383518012702)	(2, 31.115341218663712)	(3, 33.69523215610946)	(4, 35.00932484000942)	(5, 35.28703533377832)	(6, 38.00648245879229)	(7, 38.390146566660796)	(8, 38.45937781283656)	(9, 38.57305538994803)	(10, 38.66797723474759)	(15, 38.486037308805194)	(20, 38.217747400574616)	(25, 38.01963727004876)	(30, 38.11657937190089)	(35, 37.47888739357301)	(40, 37.31928081962617)	(45, 37.15926927842365)	(50, 37.134398425939374)	(55, 37.01113041878885)	(60, 36.96253808323097)	(65, 36.78826672916131)	(70, 36.5815554104158)	(75, 36.13086606724283)	(80, 36.869392499731845)	(85, 36.60952430763846)	(90, 36.287734384352476)	(95, 35.97441032601698)	(100, 35.597735902197265)	(105, 35.159375257371885)	(110, 34.58766431894607)	(115, 34.06260340401961)	(120, 33.47125514259268)	(125, 32.70998891715617)	(130, 31.88633711882496)	(135, 31.059123149785172)	(140, 30.453977256922776)	(145, 30.90025325614878)	(150, 34.12548717950449)
Nac_Sal_8_1	(1, 30.751097508387506)	(2, 31.52407387970841)	(3, 34.760682128136494)	(4, 35.95081527059107)	(5, 36.23239072001544)	(6, 39.639557746922925)	(7, 39.68647247840111)	(8, 39.888009988007056)	(9, 39.97830002529806)	(10, 40.0328134666802)	(15, 40.03618973561305)	(20, 39.988641846958515)	(25, 39.90108904820734)	(30, 39.77679589285768)	(35, 39.707333819782995)	(40, 39.67135899080657)	(45, 39.6280984282722)	(50, 39.58191584523946)	(55, 39.50797987609492)	(60, 39.45780815080862)	(65, 39.374711269811904)	(70, 39.32830126725872)	(75, 39.09799188108607)	(80, 39.47262444762156)	(85, 39.455489418788105)	(90, 39.3543127138063)	(95, 39.2765951002149)	(100, 39.13869490693791)	(105, 39.023050362094665)	(110, 38.852643691303726)	(115, 38.684666811702755)	(120, 38.501080989551106)	(125, 38.32228815967043)	(130, 38.098485468650445)	(135, 37.84328878614365)	(140, 37.588439670541334)	(145, 37.44431953297279)	(150, 38.39644587516547)
Nac_Sal_8_2	(1, 30.15594613896739)	(2, 30.707905211537756)	(3, 33.139901020026514)	(4, 34.528329423890206)	(5, 35.018245630024715)	(6, 37.73402042897139)	(7, 37.941201159331484)	(8, 38.020237236175205)	(9, 38.116551419499125)	(10, 38.12312796980522)	(15, 37.937237411427496)	(20, 37.70074035754978)	(25, 37.44304649986024)	(30, 37.49345076017555)	(35, 36.8235780339177)	(40, 36.60001820676122)	(45, 36.382830562093154)	(50, 36.291476112371456)	(55, 36.12758079874098)	(60, 36.084992849217954)	(65, 35.88558483044467)	(70, 35.658137112847065)	(75, 35.22382875025539)	(80, 36.05145849940197)	(85, 35.76623788885938)	(90, 35.402341062556545)	(95, 35.04520021132559)	(100, 34.60421094451296)	(105, 34.11127224916898)	(110, 33.497142248458786)	(115, 32.90850637203549)	(120, 32.25521367874491)	(125, 31.43398832197862)	(130, 30.672890862655674)	(135, 29.930952328156952)	(140, 29.22802327823833)	(145, 29.72049429259148)	(150, 33.098351298105015)
Nac_oxy_1_1	(1, 31.355962217152857)	(2, 31.365310375268216)	(3, 35.05223011219017)	(4, 36.0519095239005)	(5, 36.25524639647944)	(6, 39.7400736743116)	(7, 39.80653162292557)	(8, 39.96445616878695)	(9, 40.08814789274482)	(10, 40.134077503264386)	(15, 40.11792171784072)	(20, 40.10223317364121)	(25, 40.02280098697812)	(30, 39.906375498761946)	(35, 39.84013005456466)	(40, 39.72078219227657)	(45, 39.69572771932508)	(50, 39.65681526988009)	(55, 39.552820703468036)	(60, 39.48406682328704)	(65, 39.415955383096886)	(70, 39.24157130769832)	(75, 38.92239422489696)	(80, 39.2341551798268)	(85, 39.17241160025565)	(90, 39.027998038439556)	(95, 38.883565889492985)	(100, 38.67106770386919)	(105, 38.51331510768553)	(110, 38.255142928216074)	(115, 37.98820628216113)	(120, 37.765095745786695)	(125, 37.52301169834818)	(130, 37.213771755694815)	(135, 36.86504761367735)	(140, 36.55403566597325)	(145, 36.36936630093682)	(150, 37.73173163532724)
Nac_oxy_1_2	(1, 31.060415643849236)	(2, 31.313196844125347)	(3, 34.26806547811541)	(4, 35.41374184038163)	(5, 35.656317116100226)	(6, 38.78041635584142)	(7, 38.729219629716496)	(8, 38.78796696386969)	(9, 39.00254748193761)	(10, 39.05581518462962)	(15, 38.84470157745397)	(20, 38.72281452941233)	(25, 38.49144218680435)	(30, 38.49732095553428)	(35, 37.84341494387111)	(40, 37.59056118027067)	(45, 37.372411946687436)	(50, 37.301375532280225)	(55, 37.19716268442777)	(60, 37.01723296571812)	(65, 36.85532933118994)	(70, 36.62769463685139)	(75, 35.874830178276085)	(80, 36.55390649082308)	(85, 36.12240762524239)	(90, 35.73160405812949)	(95, 35.26237140872199)	(100, 34.67781392769137)	(105, 33.99550055550283)	(110, 33.18009001162992)	(115, 32.53519231015689)	(120, 31.814677097333536)	(125, 30.813930862469693)	(130, 29.988038469516777)	(135, 29.18051652428976)	(140, 28.457416923658446)	(145, 28.91874292123548)	(150, 32.67073579925278)
Nac_oxy_2_1	(1, 30.986542667642166)	(2, 31.60512342409672)	(3, 34.83493478045497)	(4, 35.88572656749578)	(5, 36.200612763711504)	(6, 39.621361876683196)	(7, 39.84861019188247)	(8, 39.90004747198353)	(9, 40.01287960645035)	(10, 40.07301340591677)	(15, 40.056302576926875)	(20, 40.01923140348322)	(25, 39.92789018133975)	(30, 39.80194491531215)	(35, 39.74140131868117)	(40, 39.60516304033126)	(45, 39.62338694695701)	(50, 39.599082670945585)	(55, 39.51107745748212)	(60, 39.46949650597387)	(65, 39.41044118538886)	(70, 39.21323490912308)	(75, 38.99436734218422)	(80, 39.365065352393714)	(85, 39.348145359888164)	(90, 39.24920068758702)	(95, 39.166837685172325)	(100, 39.02926933948028)	(105, 38.91106642401498)	(110, 38.74193608959179)	(115, 38.56333343663004)	(120, 38.375933024688834)	(125, 38.199732121163464)	(130, 37.949175851330516)	(135, 37.663437137537464)	(140, 37.39617006842341)	(145, 37.241814667966814)	(150, 38.24884200067431)
Nac_oxy_2_2	(1, 30.838286937317307)	(2, 31.069926651457095)	(3, 33.92101406067862)	(4, 35.03828542457958)	(5, 35.345753697091666)	(6, 38.30711614564219)	(7, 38.24027906426066)	(8, 38.27510093152291)	(9, 38.475252878595626)	(10, 38.60098805383143)	(15, 38.39625070139003)	(20, 38.29949805083804)	(25, 38.125295799084824)	(30, 38.124840866629484)	(35, 37.614669478662464)	(40, 37.414692241543904)	(45, 37.22535424971288)	(50, 37.185394440798106)	(55, 36.9742429924264)	(60, 36.83812797070855)	(65, 36.7437461407117)	(70, 36.60891098610925)	(75, 35.99577189943004)	(80, 36.77150300064757)	(85, 36.51228494106266)	(90, 36.18687329954052)	(95, 35.85596814924436)	(100, 35.44498928514784)	(105, 35.00624907249858)	(110, 34.4462568368632)	(115, 33.877107719281824)	(120, 33.24014118770938)	(125, 32.443540817673096)	(130, 31.688424293444815)	(135, 30.919601711266562)	(140, 30.196494703629345)	(145, 30.548991266249924)	(150, 33.571331092095214)
Nac_oxy_3_1	(1, 30.977766026532034)	(2, 31.558903433308714)	(3, 34.711747541360324)	(4, 35.82841304809965)	(5, 36.171768513249425)	(6, 39.559273416333504)	(7, 39.782463356902795)	(8, 39.833145292786874)	(9, 39.968886131910104)	(10, 40.036373331036785)	(15, 40.03241349872387)	(20, 39.97612774360059)	(25, 39.88825191262291)	(30, 39.75876858343119)	(35, 39.70069418652467)	(40, 39.66901328417357)	(45, 39.61784908089102)	(50, 39.56700686191469)	(55, 39.495194637029044)	(60, 39.438169571656715)	(65, 39.36030542044614)	(70, 39.334506668537735)	(75, 39.106931414260785)	(80, 39.484850815372376)	(85, 39.46780581137788)	(90, 39.36732845288997)	(95, 39.289020729728044)	(100, 39.157277071772)	(105, 39.0463174662479)	(110, 38.886774162299034)	(115, 38.72047377794443)	(120, 38.54542901085422)	(125, 38.38843005352929)	(130, 38.161684202735486)	(135, 37.90651652452975)	(140, 37.66423309591019)	(145, 37.52945997162914)	(150, 38.396516390684695)
Nac_oxy_3_2	(1, 30.42041345851114)	(2, 30.723940412842378)	(3, 33.069513920832435)	(4, 34.5865196134797)	(5, 34.815693355307666)	(6, 37.6520530778726)	(7, 37.59778780785338)	(8, 37.578943396652996)	(9, 37.86014456132073)	(10, 38.030359370228915)	(15, 37.83273726299459)	(20, 37.612173542131586)	(25, 37.34231193716725)	(30, 37.4139677231375)	(35, 36.74212014829921)	(40, 36.484005329896426)	(45, 36.27166941856967)	(50, 36.20187455627409)	(55, 36.0524277694175)	(60, 36.01219775441893)	(65, 35.803356796512375)	(70, 35.605139997360155)	(75, 35.2282211814838)	(80, 36.09236190682863)	(85, 35.84428079252421)	(90, 35.529206371611295)	(95, 35.2279365732998)	(100, 34.843665373826376)	(105, 34.42035831653665)	(110, 33.89403929405903)	(115, 33.36781156058786)	(120, 32.780514482194796)	(125, 32.044228944454794)	(130, 31.378985349807245)	(135, 30.71167543715555)	(140, 30.093086155006585)	(145, 30.55209149895602)	(150, 33.56057485001171)
Nac_oxy_4_1	(1, 31.198962283938286)	(2, 30.964628211578447)	(3, 34.766911875004006)	(4, 35.90275365399283)	(5, 36.17989841046117)	(6, 39.47012753080429)	(7, 39.47938243193649)	(8, 39.840042730749765)	(9, 39.97151859873507)	(10, 40.002913377769666)	(15, 40.01666269254302)	(20, 39.97374958523287)	(25, 39.89654337781408)	(30, 39.77260406307824)	(35, 39.713725199739045)	(40, 39.664090077360484)	(45, 39.620094710720466)	(50, 39.57126841133866)	(55, 39.50744791527966)	(60, 39.453374809311796)	(65, 39.37362897439233)	(70, 39.34060254874313)	(75, 39.104023686143)	(80, 39.47326625136403)	(85, 39.45130101662228)	(90, 39.35007507824016)	(95, 39.265202447026525)	(100, 39.13106453224314)	(105, 39.01574834346185)	(110, 38.84703985636325)	(115, 38.67814009682669)	(120, 38.49954404131082)	(125, 38.33843942601577)	(130, 38.10933940077147)	(135, 37.8679431855449)	(140, 37.60006288176565)	(145, 37.454311522535264)	(150, 38.3333771304107)
Nac_oxy_4_2	(1, 30.54407960675295)	(2, 30.823733413448426)	(3, 32.86238124783306)	(4, 34.67298411311934)	(5, 34.91600064452323)	(6, 37.52302008591119)	(7, 37.875781095265985)	(8, 38.02421968537936)	(9, 38.19743684684351)	(10, 38.25224057133515)	(15, 38.074202144231755)	(20, 37.90342190210256)	(25, 37.59782369780564)	(30, 37.639030813655936)	(35, 36.87742263769077)	(40, 36.67825599602615)	(45, 36.51239602941594)	(50, 36.469144508370064)	(55, 36.36411317087611)	(60, 36.31015811977845)	(65, 36.13326183299573)	(70, 35.937883629331914)	(75, 35.53834157771812)	(80, 36.37457759905088)	(85, 36.12453350435974)	(90, 35.81843654798909)	(95, 35.528197199922104)	(100, 35.144747702861196)	(105, 34.7125361119418)	(110, 34.17829938404911)	(115, 33.645342090128935)	(120, 33.05497972218082)	(125, 32.30566992780226)	(130, 31.620764962663493)	(135, 30.945079499533414)	(140, 30.30805663829971)	(145, 30.72151884475901)	(150, 33.640856214562554)
Nac_oxy_5_1	(1, 31.286811242359047)	(2, 31.078494069654102)	(3, 34.81036643213529)	(4, 35.85426545502408)	(5, 36.12091686605754)	(6, 39.44141132039716)	(7, 39.516652537064346)	(8, 39.824289386933735)	(9, 39.91764714763032)	(10, 39.97274617412241)	(15, 39.94743924729757)	(20, 39.89337461064183)	(25, 39.831639506810724)	(30, 39.72627704606643)	(35, 39.6700090223938)	(40, 39.622405611474484)	(45, 39.57375146333012)	(50, 39.52906229248053)	(55, 39.46227724245921)	(60, 39.384761067947515)	(65, 39.31631565694666)	(70, 39.26530186689822)	(75, 39.0172950028709)	(80, 39.42596621512731)	(85, 39.38819913177048)	(90, 39.27720816924115)	(95, 39.206865327729176)	(100, 39.057376326176936)	(105, 38.95029172850465)	(110, 38.772634783542685)	(115, 38.620835765211304)	(120, 38.417069142986016)	(125, 38.27812772502092)	(130, 38.03520382340359)	(135, 37.81117953249283)	(140, 37.506611685570704)	(145, 37.36643984105363)	(150, 38.43347727823988)
Nac_oxy_5_2	(1, 30.808868685948653)	(2, 31.074050626682062)	(3, 33.60819250857493)	(4, 34.95562775220714)	(5, 35.29137116697003)	(6, 38.111209312125254)	(7, 38.32671498256654)	(8, 38.37870541313906)	(9, 38.55620053492306)	(10, 38.63339106118318)	(15, 38.43776963643549)	(20, 38.179054076526015)	(25, 37.954835425989174)	(30, 38.017118954541615)	(35, 37.33174947065849)	(40, 37.18170228500851)	(45, 36.989999602577655)	(50, 36.9529329486643)	(55, 36.83946981985615)	(60, 36.790111730626265)	(65, 36.61510262360875)	(70, 36.42354958084782)	(75, 35.97899906365236)	(80, 36.76511118333974)	(85, 36.51972645661248)	(90, 36.21176239973919)	(95, 35.928211692434516)	(100, 35.5314088024569)	(105, 35.113811071449014)	(110, 34.57100646008037)	(115, 34.06815252449428)	(120, 33.48577187878506)	(125, 32.767377461193526)	(130, 32.036167124543056)	(135, 31.26491306838661)	(140, 30.645349702040626)	(145, 31.085881273730017)	(150, 34.11142199176564)
Nac_oxy_6_1	(1, 30.906580228884547)	(2, 31.57470626078418)	(3, 34.69537186855341)	(4, 35.88154430439551)	(5, 36.16865558928676)	(6, 39.55443271657047)	(7, 39.775929541608484)	(8, 39.82303650116667)	(9, 39.95974220332887)	(10, 40.03963267971686)	(15, 40.02818193221515)	(20, 39.97196818082323)	(25, 39.88632002147225)	(30, 39.766722074178496)	(35, 39.69683208509525)	(40, 39.635636271040816)	(45, 39.60239494937659)	(50, 39.560765446185066)	(55, 39.48268906900097)	(60, 39.43326849522498)	(65, 39.35904457304668)	(70, 39.289519983551386)	(75, 39.06606095040299)	(80, 39.44553765957314)	(85, 39.428140695998366)	(90, 39.32890155007116)	(95, 39.251453920953544)	(100, 39.11559150981767)	(105, 39.00422697861508)	(110, 38.84568115979686)	(115, 38.6790173251911)	(120, 38.50226655984284)	(125, 38.34003290586521)	(130, 38.11454411708985)	(135, 37.8413444634631)	(140, 37.59723058228665)	(145, 37.4665628179268)	(150, 38.366572760280505)
